Page,Source,Device Category,Landing Page,Social Source Referral,Pageviews,Sessions,Connect to Provider (Goal 1 Completions),Avg. Time on Page,Hits,Session Duration,Users
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mHV3tHtzQENDVkRPXd0gjIlryTs3VhZ563sXELLUB_PrOj2mA2_3S4fo_aem_AX1I6R6ebPaLL09vbNp3L-GXvhIdBz1Xx1LI1AvI_2cWb5oebREwI9b5IBj2MZMsJjjouNa624lFgOqEwxpb7XisbGtbrfuAWrDXL0aaARSKJU2sxcOraMo2X833XiBHg48,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mHV3tHtzQENDVkRPXd0gjIlryTs3VhZ563sXELLUB_PrOj2mA2_3S4fo_aem_AX1I6R6ebPaLL09vbNp3L-GXvhIdBz1Xx1LI1AvI_2cWb5oebREwI9b5IBj2MZMsJjjouNa624lFgOqEwxpb7XisbGtbrfuAWrDXL0aaARSKJU2sxcOraMo2X833XiBHg48,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mJJ0KOAua_krGNXvjX0APsaqDQCTkN3cVv5zcCKONHz5GuNGSgNhCb-c,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mJJ0KOAua_krGNXvjX0APsaqDQCTkN3cVv5zcCKONHz5GuNGSgNhCb-c,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Mphrbdv5w_dFpcrgOxLUnMds46CFnuy-KdP1ubaUN7y-ygx14u3feh_E_aem_AYe03hIaJKBk7dYpvnCldF3I5cK-xBPozCOdFAULrBp7EK89uS1I8jmXBHw6I5c6OH3azDFbnlXdx2i9JCJkJhmSGX96NgDxHPEQ0urgwprue25PER_0U_UOxdg37m1blAE,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Mphrbdv5w_dFpcrgOxLUnMds46CFnuy-KdP1ubaUN7y-ygx14u3feh_E_aem_AYe03hIaJKBk7dYpvnCldF3I5cK-xBPozCOdFAULrBp7EK89uS1I8jmXBHw6I5c6OH3azDFbnlXdx2i9JCJkJhmSGX96NgDxHPEQ0urgwprue25PER_0U_UOxdg37m1blAE,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mpP-wLJ_cMFIiiYCa0yfyg3iqRzHGTVpFZMCUUUWiavf-WcuO9FP2RQ4_aem_AUIUM7HD89FJPwtW-OngKDuzHOIm4p34lskZXH3UCFjmA2em42npZ-GjhBsWonqfnZERHFTa5Ir11YSU7D1YKhYJNd1WAH1j0hHnfCGOHLDlaIsblVHpcTVo9M_iSSGpHBE,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3mpP-wLJ_cMFIiiYCa0yfyg3iqRzHGTVpFZMCUUUWiavf-WcuO9FP2RQ4_aem_AUIUM7HD89FJPwtW-OngKDuzHOIm4p34lskZXH3UCFjmA2em42npZ-GjhBsWonqfnZERHFTa5Ir11YSU7D1YKhYJNd1WAH1j0hHnfCGOHLDlaIsblVHpcTVo9M_iSSGpHBE,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3nA4ApPUl-TF3GJnQ0T-erog9IQdF7NSzyJO3Kh2-jORH5v_0_KYfwYRc_aem_AdCHMoCvrujJ5bh7-_15hxN2hS_Hth5qsN-3sawISmpVL1TvwWBx7PoT_whcEbxA9vSnOm8HEekX39ns-NvgQ29Dr-KV0hWRwmJJ6WrW_FYS9NoQmum8i8Htv9-eVMLsJeY,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3nA4ApPUl-TF3GJnQ0T-erog9IQdF7NSzyJO3Kh2-jORH5v_0_KYfwYRc_aem_AdCHMoCvrujJ5bh7-_15hxN2hS_Hth5qsN-3sawISmpVL1TvwWBx7PoT_whcEbxA9vSnOm8HEekX39ns-NvgQ29Dr-KV0hWRwmJJ6WrW_FYS9NoQmum8i8Htv9-eVMLsJeY,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3NCS_jDCSAY3F2TN6UeNqtRvmleL9gcWmBewXYV3MKld2FP7EMXeuXURA_aem_AZbZLxxqC-vz7pQ33816P3d0wDmHVkJ7mxDZ2jFhwQFSElWtHQJZ8GQNJIdxaICQB-GSpoRc0tXD444pTyDwbhzRkY_cBQyO38I8XMt6PZNHvyarYZDkXeLky_Dw6mNdp5Q,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3NCS_jDCSAY3F2TN6UeNqtRvmleL9gcWmBewXYV3MKld2FP7EMXeuXURA_aem_AZbZLxxqC-vz7pQ33816P3d0wDmHVkJ7mxDZ2jFhwQFSElWtHQJZ8GQNJIdxaICQB-GSpoRc0tXD444pTyDwbhzRkY_cBQyO38I8XMt6PZNHvyarYZDkXeLky_Dw6mNdp5Q,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3nDwABotQikX2NWfOkTHWCHEYKF_-uwxZnTQpCIa0dDkv66ftoOcKxaT8_aem_AeXfyw5AgWGTzFTsVDHbUFiwm_dBxuboAfvuFORtEoy2ztJpZjtBVs4TnWkinzoTEGPA0B_VKSoQOfoPXeupSlIJHOSWo6kLNQwDb9ircP38Ccch6SG3iUF149Yel6VVB58,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3nDwABotQikX2NWfOkTHWCHEYKF_-uwxZnTQpCIa0dDkv66ftoOcKxaT8_aem_AeXfyw5AgWGTzFTsVDHbUFiwm_dBxuboAfvuFORtEoy2ztJpZjtBVs4TnWkinzoTEGPA0B_VKSoQOfoPXeupSlIJHOSWo6kLNQwDb9ircP38Ccch6SG3iUF149Yel6VVB58,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3ngpixL8LmdhFMDA8CsRCpodkpWhTcTICT-JqdOwXJ5NnZI9W1oaD43ko,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3ngpixL8LmdhFMDA8CsRCpodkpWhTcTICT-JqdOwXJ5NnZI9W1oaD43ko,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Nkbd6fGufk-pBpPc4b2AnmZc8WJ_FquehIXccxQErY8BDVYNAXx6Cqjk_aem_AYfAabDspHt0Ukvv3NdKdmwmR2LWpFA9-iKucWddhQTHdQ4980HRFNK-I668knZMteUn4r07Ue_CpKbRGFYj-vftVEkllNcoO3eVmiJSnC7H6iiefeIIE75H9RfXcRmLxdg,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Nkbd6fGufk-pBpPc4b2AnmZc8WJ_FquehIXccxQErY8BDVYNAXx6Cqjk_aem_AYfAabDspHt0Ukvv3NdKdmwmR2LWpFA9-iKucWddhQTHdQ4980HRFNK-I668knZMteUn4r07Ue_CpKbRGFYj-vftVEkllNcoO3eVmiJSnC7H6iiefeIIE75H9RfXcRmLxdg,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3NKP_kl-UrB5JFqXAzhKd40V8Dzfm3gGgCS1Y-2Uw9Qplb3pWT-CjX6Qg_aem_Af7G3qEKVbBiGsRIUkTDu3frnYwIdxU6pHvB8u2aF1PmZF1qZcGi7B57oHJ4FIreOZbFD0Kc-suOSIpGRaFpfWHUkzEOlCWeLQw2VX-1w3fJFouCNBdd6dnsJda2k_eJ0dA,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3NKP_kl-UrB5JFqXAzhKd40V8Dzfm3gGgCS1Y-2Uw9Qplb3pWT-CjX6Qg_aem_Af7G3qEKVbBiGsRIUkTDu3frnYwIdxU6pHvB8u2aF1PmZF1qZcGi7B57oHJ4FIreOZbFD0Kc-suOSIpGRaFpfWHUkzEOlCWeLQw2VX-1w3fJFouCNBdd6dnsJda2k_eJ0dA,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3np9YoLb0KDk2kjxANlwc88b68DygN5bHarLcuu_PufkJR_7gmYK5MXuc_aem_AVZN7VDAO7BQa-14p5CybjwS4IXqQEEbyAz2oluccocYRogNsnQRK2IaEcfVAoUUgwI4xXkddVS0rggjeWRRIYH_PfLXsmYCRpW7GEN7QFDafOZof0Z8NIzEpv7bXAGSal0,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3np9YoLb0KDk2kjxANlwc88b68DygN5bHarLcuu_PufkJR_7gmYK5MXuc_aem_AVZN7VDAO7BQa-14p5CybjwS4IXqQEEbyAz2oluccocYRogNsnQRK2IaEcfVAoUUgwI4xXkddVS0rggjeWRRIYH_PfLXsmYCRpW7GEN7QFDafOZof0Z8NIzEpv7bXAGSal0,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3NPfvIOiLsA4CiHpxG2x4LH4vWV-8nP7Lq9_s4XmrGJXHo5uv5jwlVpRM,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR0K5TnipQOTlUc7R3WzP9DivuOXZRIBwBl86-oKTWR0zAxuOtye90-2K7k_aem_AbeJ8UfWwcT1v4LzMpkSJs79zLPelJrgtECJeVkFi3QtH46UygxJaNmHSgZrNgzodIjS-hcxkNOllh7J8QqAOmPodjRs2318OOXM88KBAoD-GGEMv3JbblpENqO-eQDKozE,Yes,1,0,0,145.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Nwk0BAQD_Yr1Awp5-SiY2e629jTFLL_QoNIuVnL1XU2-oWVyijZSLyAE,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Nwk0BAQD_Yr1Awp5-SiY2e629jTFLL_QoNIuVnL1XU2-oWVyijZSLyAE,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3o78IlzXGMkYWqnvJ-c7Luht0evY5EZEERDC9len8NrZETutHfGZoP7gU_aem_AV5o4JCRXN-VIkKWS4jtzkVT08CspskgdkIrvPx0dgxbMzvXeS0TjyeImYDpRdka4xqXyEL8UNhvkEh_1yKgOpvFFCHHvDocA53ijHnlNoPKNoKdY1vZ-ZdwmXB0bgimCIY,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3o78IlzXGMkYWqnvJ-c7Luht0evY5EZEERDC9len8NrZETutHfGZoP7gU_aem_AV5o4JCRXN-VIkKWS4jtzkVT08CspskgdkIrvPx0dgxbMzvXeS0TjyeImYDpRdka4xqXyEL8UNhvkEh_1yKgOpvFFCHHvDocA53ijHnlNoPKNoKdY1vZ-ZdwmXB0bgimCIY,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OalTN0Y67z4RjE6vz3HClwQkNbTUqKBrTCk1yhZMxpruRwpzT_8Da2mE_aem_AZz3Aeg1JsX-7Oe_eUpIxUDFp77vwLjcugNobnpMWsvrKDOv3uthFvzkkKDthH1VrnYklsvgMICI8T4D80oGcua0eEULq6TRUKYyUzOXgCqo10oIve4V46VzX8Mpu4JQpSI,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OalTN0Y67z4RjE6vz3HClwQkNbTUqKBrTCk1yhZMxpruRwpzT_8Da2mE_aem_AZz3Aeg1JsX-7Oe_eUpIxUDFp77vwLjcugNobnpMWsvrKDOv3uthFvzkkKDthH1VrnYklsvgMICI8T4D80oGcua0eEULq6TRUKYyUzOXgCqo10oIve4V46VzX8Mpu4JQpSI,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OmlOqdnpajk-fQOVqN7cTkVH47sw1dy0OgVM2VSibXZzvNtRwcACDbVw,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OmlOqdnpajk-fQOVqN7cTkVH47sw1dy0OgVM2VSibXZzvNtRwcACDbVw,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OMrmaY6IH3ay2pmeF0dneFhiaop5cm5wiPQLIshGSzDI8YAli02qHS88_aem_AcOP7TtqeBWE9zvpKUjCzJ0AbQVVYMMzekqGTHZOoKq6iWlTcttlfajRATDj5LobaUQ3uoOROv4nAWNM7GEAZ_kBKpvBtwzSq6REZ-zz8gBJFYXjGQdHjdN9o18QY9FT6nE,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3OMrmaY6IH3ay2pmeF0dneFhiaop5cm5wiPQLIshGSzDI8YAli02qHS88_aem_AcOP7TtqeBWE9zvpKUjCzJ0AbQVVYMMzekqGTHZOoKq6iWlTcttlfajRATDj5LobaUQ3uoOROv4nAWNM7GEAZ_kBKpvBtwzSq6REZ-zz8gBJFYXjGQdHjdN9o18QY9FT6nE,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3P5g14nc23YJOfHHxlopetlwiJ7vjURFaQPEpLQoq0ysBnen_oU83o_PI,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3P5g14nc23YJOfHHxlopetlwiJ7vjURFaQPEpLQoq0ysBnen_oU83o_PI,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3pffdzbAHkGnhf-Iv2TY51l8HJtFb8G6FnJlvjRL6HuSebbA545AJdO7o_aem_AQaBIfXeKNL_FXGE0334GlSBmQ7dwKmq0nkmMLd3hTFR9IvbVbGy4g2VIiMAyI9IfmYWLNMd-LNjuGfmues5gli_WemMZMPwS85lZwnADS_kh_UOY_iP0id92JmirDm2bgw,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR1_iHTxGC2cVHKR5A-DsS2dZTh88Kkh4oakQxjQEs3xc4M_4E03wtdK9-s_aem_AQaBIfXeKNL_FXGE0334GlSBmQ7dwKmq0nkmMLd3hTFR9IvbVbGy4g2VIiMAyI9IfmYWLNMd-LNjuGfmues5gli_WemMZMPwS85lZwnADS_kh_UOY_iP0id92JmirDm2bgw,Yes,1,0,0,10.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PhUtjkBBd--jC-lnI-gdAwt94pm1H4WgAdPHFSDuy7rohlNimNkPhFSk,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PhUtjkBBd--jC-lnI-gdAwt94pm1H4WgAdPHFSDuy7rohlNimNkPhFSk,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PMCg6OzULSPeBEbS17s6llHZfnRBY50J3WpcDwAzU9j11QtNxE40upME_aem_AToXuZbNbvTFWBD0y41aOQ9zGJUd9V9Rw1MvpT5veuyiZ7kLrBKT2xnty-sVrmDtYt6K1Q1PaK-2Kwzbs2TCW0FU34hv5IBeZziQeiqXRGfYJW_BP4EYrFlMk2KmDVa3hq8,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PMCg6OzULSPeBEbS17s6llHZfnRBY50J3WpcDwAzU9j11QtNxE40upME_aem_AToXuZbNbvTFWBD0y41aOQ9zGJUd9V9Rw1MvpT5veuyiZ7kLrBKT2xnty-sVrmDtYt6K1Q1PaK-2Kwzbs2TCW0FU34hv5IBeZziQeiqXRGfYJW_BP4EYrFlMk2KmDVa3hq8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PySbz_kpWNU-lZuhKsRdUeNUw9vfV2qgX2iATDHcdOhtWTWt7gyydZ8I_aem_AQZW_cNhP2Va_KSzcd6kv7EHDxBiaop3UQ8NquHPQgVveFAd1mdTMIIyURQHI9FDTvtbjOPjsuF2bFv-_RfLK6bvyP3-n1Ncvxd_FT_zcMGQFgC98O6FxjKknoMrCvmy5Go,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3PySbz_kpWNU-lZuhKsRdUeNUw9vfV2qgX2iATDHcdOhtWTWt7gyydZ8I_aem_AQZW_cNhP2Va_KSzcd6kv7EHDxBiaop3UQ8NquHPQgVveFAd1mdTMIIyURQHI9FDTvtbjOPjsuF2bFv-_RfLK6bvyP3-n1Ncvxd_FT_zcMGQFgC98O6FxjKknoMrCvmy5Go,Yes,1,1,0,78.00,1,78.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Q6sJ8mYv53Y4VvdMvEUdrdm_0F-ELq7yFoSs16PBU4erxwQoKJ9M_m0Y,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Q6sJ8mYv53Y4VvdMvEUdrdm_0F-ELq7yFoSs16PBU4erxwQoKJ9M_m0Y,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QElmkqWmsvIpvBcB0ZSqFUZKbVcw8BlMh6ZqUy31nJpJ-575SYtp8U4E,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QElmkqWmsvIpvBcB0ZSqFUZKbVcw8BlMh6ZqUy31nJpJ-575SYtp8U4E,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QFvLGtedQ6nZIyTCg1vzkN6xno0K7IU6sWAFOpAdd3WXbmJA7W4kSJZo_aem_AR4x4Kg6xQxZMgBFiAJR5m-Yd69chcPpnKvUZNNx2-S4wA6OAkcc9z1ti3DSNHtH7Y2umXuU0mj6Lgpm78fPOZB3GzAHxach3yE6GHO3fMH26Wqok0aldQz5IZ2j2zB2Yz4,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QFvLGtedQ6nZIyTCg1vzkN6xno0K7IU6sWAFOpAdd3WXbmJA7W4kSJZo_aem_AR4x4Kg6xQxZMgBFiAJR5m-Yd69chcPpnKvUZNNx2-S4wA6OAkcc9z1ti3DSNHtH7Y2umXuU0mj6Lgpm78fPOZB3GzAHxach3yE6GHO3fMH26Wqok0aldQz5IZ2j2zB2Yz4,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qHZyBQ9GyvPjwSdbX0OlIWrv_gHhYBoPYKvIkg29jlIFbDJjW5JS_RbQ_aem_Aev5zd7MkfIFwThCBTd6UvPy3BdFfZUJPjmj4CsjSzO8RMTxfTRJPgGDDokZrQQ9DrHZTdG1c8LUWATpj-s7k6AUdYiTx_on0JTUudd538gbLALEteYruCIeafKd5KxyRCg,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qHZyBQ9GyvPjwSdbX0OlIWrv_gHhYBoPYKvIkg29jlIFbDJjW5JS_RbQ_aem_Aev5zd7MkfIFwThCBTd6UvPy3BdFfZUJPjmj4CsjSzO8RMTxfTRJPgGDDokZrQQ9DrHZTdG1c8LUWATpj-s7k6AUdYiTx_on0JTUudd538gbLALEteYruCIeafKd5KxyRCg,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Qkg0mjUy_0-izNgR3SbmFzunSUJI68Ld9V1hmesc1QXlzCLQpv4XaOvE_aem_AYIogho85YhFR6L1GrPwGEXXil7Jtz3RcPtTA-uf5yygaoze6qUkEsLftDBFw45-CIaiWXVxV9UWVF5MhqxorPpjl2EDy0gpOUOdic15kS7GB3bN83Seq1hOLALVW39AA1c,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3Qkg0mjUy_0-izNgR3SbmFzunSUJI68Ld9V1hmesc1QXlzCLQpv4XaOvE_aem_AYIogho85YhFR6L1GrPwGEXXil7Jtz3RcPtTA-uf5yygaoze6qUkEsLftDBFw45-CIaiWXVxV9UWVF5MhqxorPpjl2EDy0gpOUOdic15kS7GB3bN83Seq1hOLALVW39AA1c,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QUR0AfJ7m2eYkBIMxPcqp9TzEXTFY1nkpuG7D99xq49zxlsxjt9A15Gg_aem_AY6F1IYxtqk3C7DFxYPAmas1zRdU4zCSSfH14tdDCR-6RJY9GHk3dpaWqSDKsJpiEdK8HBxr5pboFMY_QOdtRsgTIKisgOvi7Vw70Nk3AlzYe2XACjee4VJeKXKvYEU0qk8,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3QUR0AfJ7m2eYkBIMxPcqp9TzEXTFY1nkpuG7D99xq49zxlsxjt9A15Gg_aem_AY6F1IYxtqk3C7DFxYPAmas1zRdU4zCSSfH14tdDCR-6RJY9GHk3dpaWqSDKsJpiEdK8HBxr5pboFMY_QOdtRsgTIKisgOvi7Vw70Nk3AlzYe2XACjee4VJeKXKvYEU0qk8,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qWr_vbKtSx4SO6iMMWnIMxAq7tP2MHc28sUobNQ14vp6OyYV2MhB_TX4_aem_AUHCCbR19KCR7L-F6Esbqhbsy5YzJVCq0dr9U5qmfiAyDie1PunGqh_BWcyRI7Rqogtwfg_qYrPLiw93r-MNkfqzQN40JTYedQTT-cPqbWB61Tan-NVEEcYHED4oOyN0D6k,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qWr_vbKtSx4SO6iMMWnIMxAq7tP2MHc28sUobNQ14vp6OyYV2MhB_TX4_aem_AUHCCbR19KCR7L-F6Esbqhbsy5YzJVCq0dr9U5qmfiAyDie1PunGqh_BWcyRI7Rqogtwfg_qYrPLiw93r-MNkfqzQN40JTYedQTT-cPqbWB61Tan-NVEEcYHED4oOyN0D6k,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qYClrYiPRIMI8MByxZnlnV74zifIkkU0WRkszH38mnNH5npvDVGhu1Wo_aem_AVN_59VuWrPadku4QFqYiPZoTPeSXwFqZoSe_iQzxuvsHP5mKi2WOTItFSgDoHbKDlRfEfbKQOkQmDZyBWgzBHHd27a7aoAphjcHnEmVyzNp-m58H-LBwtSEzbEEdi0dNN4,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3qYClrYiPRIMI8MByxZnlnV74zifIkkU0WRkszH38mnNH5npvDVGhu1Wo_aem_AVN_59VuWrPadku4QFqYiPZoTPeSXwFqZoSe_iQzxuvsHP5mKi2WOTItFSgDoHbKDlRfEfbKQOkQmDZyBWgzBHHd27a7aoAphjcHnEmVyzNp-m58H-LBwtSEzbEEdi0dNN4,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3r8XWjvfN5qMIlmL7YZOvNM1qchhXmHrkPtCNdAg6KPXGz9YaJpiSfpK4_aem_Acv56MgqDaMCvmWrVgqmpQcavVaJa6LbNeB9R7EztShatBIJKPKZD3TX9Nz4E1zucQLzWyFN4XOw5X1NWeP77GhLog0MdoGLo6p-0hmsfEJo9MDTH_fyKLrM1PbtRur0hmY,m.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3r8XWjvfN5qMIlmL7YZOvNM1qchhXmHrkPtCNdAg6KPXGz9YaJpiSfpK4_aem_Acv56MgqDaMCvmWrVgqmpQcavVaJa6LbNeB9R7EztShatBIJKPKZD3TX9Nz4E1zucQLzWyFN4XOw5X1NWeP77GhLog0MdoGLo6p-0hmsfEJo9MDTH_fyKLrM1PbtRur0hmY,Yes,1,1,0,474.00,1,474.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rCpoBtjHvXvFplf76VRjJEX5aTY1aw1x1Xh9fOYgmOpcF_tZxtjpu2ts,lm.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rCpoBtjHvXvFplf76VRjJEX5aTY1aw1x1Xh9fOYgmOpcF_tZxtjpu2ts,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rj9fqEwrYL-BiLdsINT_zqUALJ-KaHYBe2BlLB_Yq-Y37wFHAPa4Hrfo_aem_AfyXqEqy2_cF2l8IC9HX08GtpNJP2umrALkzlwsZNQwSQLHGQajj8eurApmiuXxn3V5P_s-_MJ08SLPgu3VP5iOP27vtbgbEd-qmI9Y_80wfdGRMf-OS_enYPAAjJROFd4A,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rj9fqEwrYL-BiLdsINT_zqUALJ-KaHYBe2BlLB_Yq-Y37wFHAPa4Hrfo_aem_AfyXqEqy2_cF2l8IC9HX08GtpNJP2umrALkzlwsZNQwSQLHGQajj8eurApmiuXxn3V5P_s-_MJ08SLPgu3VP5iOP27vtbgbEd-qmI9Y_80wfdGRMf-OS_enYPAAjJROFd4A,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3RQZUWBS0vwaMkwnyo4gDfWlNY7dh5zzehTL6mzuG400g0JnMp1Z1C58Q,l.facebook.com,desktop,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3RQZUWBS0vwaMkwnyo4gDfWlNY7dh5zzehTL6mzuG400g0JnMp1Z1C58Q,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3RRi3m_zyr5mFkHu9olWk8ipipwZQXlOqPtMMA3mIj40WKLeXxpjbDGq4,l.facebook.com,tablet,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3RRi3m_zyr5mFkHu9olWk8ipipwZQXlOqPtMMA3mIj40WKLeXxpjbDGq4,Yes,1,1,0,0.00,1,0.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rtpQZnV9xBVxJWM8MQTLqs0bnn5XbMDAKcAm-bXU78Z1ZMEP2Hs1lEkc,l.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rtpQZnV9xBVxJWM8MQTLqs0bnn5XbMDAKcAm-bXU78Z1ZMEP2Hs1lEkc,Yes,1,1,0,111.00,1,111.00,1
/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rVvAO1Rce9KE3OSfHBBIo02Z320596P8RiAOfZxuGTydmleQyzTqRz6Q_aem_AbtJ9_oyJJxFa1YQdMCjaEGqZmW5YYXACNsUJUJ8CFGOt_TfAFvk6ubihXUyWyqKEKfyo2pN_9zmqVlNJsTvi7Lo34UfnY13jlGfzadmW-AdR4cVO-eUUuAWyPC3hCDmdZg,m.facebook.com,mobile,/blog/falls-are-preventable-heres-how/?fbclid=IwAR3rVvAO1Rce9KE3OSfHBBIo02Z320596P8RiAOfZxuGTydmleQyzTqRz6Q_aem_AbtJ9_oyJJxFa1YQdMCjaEGqZmW5YYXACNsUJUJ8CFGOt_TfAFvk6ubihXUyWyqKEKfyo2pN_9zmqVlNJsTvi7Lo34UfnY13jlGfzadmW-AdR4cVO-eUUuAWyPC3hCDmdZg,Yes,1,1,0,0.00,1,0.00,1
